Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_MF_DIRECT	GO:0003723~RNA binding	208	24.67378410438909	5.271304898324038E-55	Q7KZF4, Q14204, Q92616, Q14444, P30086, Q6NZI2, O75390, Q92973, P62913, Q9UK45, Q00839, Q9Y3Z3, P05455, Q9H0D6, P38919, Q14697, P30876, P13639, P62805, P46782, P46781, P62241, P49368, P46777, P46776, P60866, P46779, P10809, P62249, Q9H1E3, Q14103, Q9NYF8, P62937, O75369, P18621, P39687, Q7L1Q6, P25705, P40429, P26599, P63104, P22314, Q05707, P62258, Q16891, Q13263, Q1KMD3, P54886, Q13148, P09914, P31943, P49591, P62826, P08708, P31948, P26373, P18077, P31146, Q02543, P62263, P43243, P26368, P61978, P62269, Q9P2E9, P21291, P07305, Q16666, Q9Y224, Q13838, P13667, O00584, P36542, P50454, P35579, Q04837, P35221, P39023, P23588, P27824, Q9HBL0, P62314, Q14258, P04843, Q07666, P11142, P61353, P05141, Q15233, Q9UNX3, P14618, O60506, Q00341, P42765, P42766, Q02878, P50914, P61247, Q14152, P40227, P14625, P14866, P53999, P09960, Q9Y262, P07900, P52272, O43399, P62081, P18124, P38646, P15531, Q02978, Q9Y3A5, P62753, P07355, P07237, P07910, P51991, Q07065, Q14974, P23284, Q15149, P36578, Q9UKM9, Q01082, P19338, P22626, O60610, P84098, P09543, P61313, P27635, O75643, P11940, Q15717, P30101, O00567, P35241, Q7Z6Z7, P00966, P09874, P23246, O43143, P17931, Q99613, O43707, Q07954, P07585, P04075, Q13310, P62424, P06733, P0DMV9, P52594, P62280, Q12906, P63244, P00505, P61981, P42704, P63241, P30050, P55072, Q07020, P06748, Q02252, P49327, P55084, P05783, P49207, P21333, P09429, P50991, P55884, P12956, Q15637, P84090, P10412, P78527, P55769, P50995, P15311, P17844, P13010, P61088, Q00610, P62854, Q13347, Q06830, P35268, Q09666, P16401, P84077, P08238	831	1468	18945	3.230210802781849	6.225411084920689E-52	6.225411084920689E-52	5.8353345224447104E-52
GOTERM_MF_DIRECT	GO:0005515~protein binding	707	83.86714116251483	1.4095859041848841E-34	P04114, Q7KZF4, O75947, Q96TA1, O95433, P10916, Q9Y266, P54619, O00264, Q9P2R7, Q6ZVM7, P13073, P60174, Q92973, P63208, P60059, Q9UK45, P27348, Q92734, Q00839, Q9Y3Z3, Q9H0D6, P05455, O75828, P27105, P04004, P27487, P52565, P08603, P30876, P02042, O14681, P49257, Q9UI09, Q9Y279, Q8NB12, O00159, P21810, P14174, P62241, P63218, P61158, P49368, P67936, Q96HH6, P10809, P62249, P07602, P27694, P06756, Q13813, P29992, Q9NYF8, Q6ZMZ3, Q06124, O95573, O95210, P18621, A0AVT1, P30740, Q8TED1, O60547, P39687, Q99467, P61160, P19827, O60664, P63104, P26599, P62258, Q9UHQ9, P54886, P09914, P31943, P49591, P09917, P31948, P26373, O00299, Q14914, P17661, Q7L576, Q9NQ79, P55735, P21912, P15121, P20700, P16452, Q5KU26, P62263, Q9UKX2, O14579, P26368, P27338, P62269, P10909, Q9H1C4, P08758, P07305, P50570, Q9Y224, P29692, Q13838, P50454, O95352, P40121, O60762, P39023, Q9Y230, Q8N386, Q9HBL0, P42785, P62314, P07437, P10606, Q9UL25, P51553, Q15907, Q07666, O00231, P53618, Q08752, Q5VST9, P18206, P16278, P61353, P05141, P42892, P05023, Q9UM54, Q70UQ0, P05026, P04179, Q9UNX3, P31513, Q9UKR5, P05107, Q12768, Q15911, Q13618, O00483, Q9BPX5, O60506, O60749, P17568, P42765, P62333, Q9BVC6, P15153, Q71DI3, P20618, P61247, P26038, P40227, Q9Y490, P30533, P51572, Q9UL46, P31749, Q7Z5R6, O00499, P53999, Q8NC56, Q8NBS9, Q92621, P09960, Q9Y262, P05362, Q9UNZ2, Q86VB7, P06454, Q9H4M9, Q9ULV4, P61019, P06576, P07900, O43399, P16615, P38646, Q9NUU6, P15531, Q02978, Q9P2J5, Q96RU3, Q96KG9, Q8NBJ7, P62879, P49419, P00387, P62873, P62753, P25685, P07910, P51991, P23284, Q07065, Q15149, Q9UM00, Q9Y678, Q9UM07, Q9BS26, P04406, O96019, P36578, Q99880, Q9UKM9, Q96B49, O96011, O60610, O14958, Q01995, P02679, P61313, Q96CW1, P02675, P27635, Q01518, P26641, P12236, O95292, P33176, P51884, O00567, O00203, O95297, Q99623, P26639, P35241, P25789, P49755, Q14195, O14964, Q6UXV4, P23246, P50440, O43143, P23381, Q9Y696, O95182, Q99613, P17931, P14550, O14617, Q15293, Q00765, P01009, P01008, P49748, O14735, P49747, P62424, P06733, P06732, P31930, P29972, P01042, P0DMV9, O43598, Q12904, P37235, P39656, Q12907, Q12906, P16422, Q00872, P61981, P42704, Q9NVS9, Q96AX1, P62834, P29728, Q15185, Q96GC9, P55072, Q92930, P40763, P07954, P06744, Q07020, P46063, P06748, P20929, P15586, Q96HD1, P49327, P55084, P05783, O43491, P06753, P01024, P01023, P49207, P50990, Q9BT78, P50991, P04899, P12277, Q9Y5S8, Q9UHD8, P13489, P50995, P15311, Q15080, P17844, P13010, Q15084, Q00610, P26678, P62854, P07814, P06727, P35268, Q09666, P13498, P16401, Q99536, O14936, O14818, P17858, P49427, Q14204, Q14203, Q14444, P54296, Q04760, Q8TBQ9, P30086, Q6NZI2, Q9NYU2, Q02218, P36871, Q9UBS4, P09493, Q9NTK5, P09496, Q9P2B2, Q8WUM4, P43034, P62913, Q96QK1, Q14696, P47755, Q15661, Q13126, P38919, Q14697, P13639, P62805, P46782, P46781, P51911, Q86VP6, P11216, P11215, Q9Y4L1, P59998, O75251, P08174, P08294, P30084, P78382, Q13492, P47985, P00533, Q9BSJ8, P46777, P46776, P60866, O94919, P22105, P46779, Q14103, Q9UNL2, P62937, O75369, O43772, P31153, Q9H269, O75367, O43776, P59768, Q53GQ0, Q96I99, P42167, P25705, P02749, P23528, P31040, P56385, Q9NRI5, O94925, Q16531, Q9BXS5, P21589, P22314, Q9BQE5, Q93008, Q8WZ42, Q16891, Q13263, P00441, P61619, Q13148, Q53H12, P35749, P36957, P32119, P62826, P18077, P37802, P13611, P12882, P31146, P12883, Q9Y6R7, P52907, Q02543, P00558, P31150, P20020, P43243, Q16543, P61978, P49902, P62820, P62942, P21291, Q96FZ7, P54136, Q16666, P40925, P13667, P36542, P38606, P35579, P35580, Q04837, P35221, P02649, Q9Y4G6, P02647, P23588, Q15582, P98082, P48643, Q16555, P27824, P24311, Q9H8H3, P02760, Q14258, P04843, P04844, P60709, Q16678, O15054, Q14019, P36776, P35443, O75695, P11021, P11142, P12110, Q04941, P63096, Q9Y2D4, P00338, P49721, P02511, Q04828, Q15113, P02751, Q15233, P46459, P02671, Q8TAQ2, P02792, P00491, P02790, P14618, O43852, Q5SSJ5, P55001, P35555, O75323, Q00341, P11586, Q53TN4, Q02878, Q9UNH7, Q9Y5K8, Q9NZU5, P50914, Q9UBQ0, Q9UBQ7, P22234, Q15363, P21266, P24534, Q14152, P47897, P00488, P00367, P02787, P02545, Q15008, Q9NPA8, P14625, P35542, P14866, P14621, Q8TCT8, O43747, Q9H299, P11233, L0R6Q1, Q01658, Q15370, Q93034, P28906, Q9NTJ5, P23458, P56470, O95831, P08559, Q96LZ2, Q13751, P52272, P10515, P12814, Q9NNW7, P62081, Q96I36, P18124, P42224, Q07507, Q9Y3A5, Q96AC1, Q8N183, P04083, P41250, P46940, P45974, P98160, P07355, P07237, P60903, Q12797, Q14974, Q13642, P31327, Q8TCJ2, P10644, Q01082, P78417, P01909, P19338, P22626, P84098, Q7Z4W1, P01903, P46939, P41240, P05062, O15126, P09543, Q32P28, P16070, P52179, O15260, O15144, Q15836, O15145, O75643, Q14624, O15143, P11940, Q9Y6I3, Q13418, Q03135, Q15717, P30101, Q9Y2A7, P41594, Q7Z6Z7, P00966, P07451, P21980, Q9NZ08, P20774, P09874, P07339, P53396, P78559, Q9ULA0, O43707, P08670, Q07954, Q9BXJ8, Q9NVJ2, P08311, Q9NYP7, P04075, P07585, Q92783, Q13310, Q96J94, O75746, Q14764, P52594, Q16822, Q9P253, P30041, P62280, P30043, P30044, P51148, P30048, P63244, Q9Y6C2, P05090, P00747, Q9H9B4, P63241, P30050, P22897, Q9UBG0, Q13561, P30038, P35606, Q13445, Q13564, P14927, P35609, P32455, P32456, P22307, P00738, P00736, P00734, P21695, P23634, P08133, P46977, P09104, P21333, P09429, P09669, P55884, P13804, P12956, P28066, O75844, P13805, P45880, Q15637, O14495, P84090, P10412, P78527, P55769, Q9H223, P35711, P19237, P84085, P63261, P01859, Q9Y6E0, P61088, Q9Y6E2, Q9NZM1, P16083, Q16851, Q15642, Q9BVK6, Q969V3, Q14315, Q13347, O75832, Q13228, Q06830, Q96G03, P55899, P42356, P84077, P24821, Q9UGT4, P20340, P08238, P43686, P00751, P21796	831	12648	18945	1.2743570993088047	1.6647209528423481E-31	8.323604764211741E-32	7.802057979663334E-32
GOTERM_MF_DIRECT	GO:0045296~cadherin binding	74	8.778173190984578	1.3415633809421918E-32	Q7KZF4, P06733, Q92616, P54136, Q96TA1, O95433, Q9Y266, P29692, P30041, P35579, P63244, P42224, P40121, P35221, Q9NTK5, Q96KG9, P46940, P25685, Q14258, Q15149, P13639, Q15907, Q01082, P18206, P11021, P11142, P00338, P49327, Q13492, P61313, P00533, P21333, P49207, P50990, P26641, Q13813, P14618, O75369, O95292, Q06124, P33176, Q9UHD8, Q00341, O60749, O00567, Q9H223, P15311, Q7L1Q6, Q02878, P42167, P50914, Q9Y6E0, O60664, P35241, Q9Y6E2, P22234, P63104, P62258, Q9Y490, P62854, P62826, Q06830, O00299, P37802, Q09666, P42356, Q8N392, P52907, P04075, P61978, Q9H4M9, P08238, P62820, P62424	831	317	18945	5.321891833411154	1.5843863528927286E-29	5.281287842975762E-30	4.950368875676688E-30
GOTERM_MF_DIRECT	GO:0051015~actin filament binding	61	7.236061684460261	3.1247436299169982E-30	P54296, P12814, P35579, P35580, P40121, P35221, Q96AC1, Q9UEY8, P09493, Q9Y4G6, P46940, P47755, Q15149, P35609, O94832, Q14019, P20929, P51911, Q01082, P59998, P13797, O00159, P18206, P46939, Q01995, P61158, P00533, P08133, Q9UM54, P67936, P06753, P21333, P52179, Q13576, Q13813, O15144, O15145, O75369, O15143, Q9H269, Q9BPX5, Q6ZMZ3, P15311, P61160, P23528, Q8WZ42, Q9Y490, Q14315, P35749, Q5VTT5, P37802, P12882, P31146, O00499, Q7L576, P12883, O75083, O43707, P52907, Q9UKX2, Q9ULV4	831	229	18945	6.0727854586729295	3.690322226931975E-27	9.225805567329938E-28	8.647727995795293E-28
GOTERM_MF_DIRECT	GO:0042802~identical protein binding	162	19.217081850533805	9.703783551092427E-22	P07900, P10515, Q6NZI2, P18124, P15531, Q00796, P42224, P09493, Q96RU3, P41250, P39060, Q8NBJ7, P43034, Q14696, P27348, P49419, P07355, Q92734, Q9Y3Z3, Q00839, Q15661, Q9H0D6, P27105, P27487, P04004, P07910, P08603, Q9UM07, P04406, Q9UKM9, O96011, P19338, P22626, Q7Z4W1, P14174, P41240, P05062, P02679, P00533, Q9BSJ8, P67936, P07602, P52179, O75643, O75369, P31153, P33176, P51649, Q03135, P30101, Q99623, O60701, O60547, P41594, P02749, P12081, P26639, P00966, Q9NRI5, Q14195, P21589, P63104, P62258, Q8WZ42, P09874, P00441, Q13148, P54886, P31943, P17661, P31146, Q08257, Q9ULA0, P55735, P11310, P08670, P01009, P01008, P43243, P04075, P61978, P27338, P49748, P49902, P29972, O75746, Q14764, Q16666, O43598, Q9Y224, P30041, Q13838, P11766, P35579, P30048, Q9Y6C2, Q04837, P61981, P35221, P02649, P02647, Q15582, Q9Y230, Q16555, P55072, Q13561, P40763, P30038, P60709, P35609, P36776, Q07666, P32455, P32456, P00736, P00338, P08133, Q9UM54, P02511, P02751, Q15233, P09104, P01023, P04179, P02792, Q9UKR5, P00491, Q15637, P35555, Q13618, O60749, P15311, Q53TN4, P62333, P63261, P55809, P22234, P21266, P00367, Q16851, Q16698, P02545, Q15642, P26678, Q14315, Q9UL46, P00480, P07814, P06727, P31749, Q06830, P35268, Q06278, Q09666, O00499, P14621, P53999, O14818, P17858, Q9H4M9, P08238, P21796	831	1704	18945	2.1673997050897444	1.1460168373840157E-18	2.292033674768031E-19	2.1484176782118633E-19
GOTERM_MF_DIRECT	GO:0003735~structural constituent of ribosome	39	4.6263345195729535	2.6120111943559343E-15	P62081, P62280, P18124, P18621, P42766, Q02878, P50914, P39023, P30050, P40429, P61247, P62913, P62753, P62854, Q07020, P08708, P46782, P26373, P46781, P36578, P35268, P18077, O95182, P84098, P61353, Q02543, P62263, P62241, P61313, P46777, P46776, P62269, P60866, P27635, P46779, P62424, P62249, P49207, Q9UNX3	831	190	18945	4.6795553866616	3.1468161409975437E-12	5.141308700890598E-13	4.819160653586698E-13
GOTERM_MF_DIRECT	GO:0003779~actin binding	53	6.287069988137604	3.1784099868615945E-15	P12814, Q9P253, P35579, P35580, Q00872, Q96AC1, P09493, Q9Y4G6, Q9HBL0, P07237, P47755, Q00839, Q15149, P35609, O94832, Q14019, P20929, P51911, Q01082, P32455, P59998, O00159, P18206, O60610, P46939, Q01995, P61158, Q9UM54, P67936, O43491, P06753, Q01518, Q13576, Q13813, O15144, O15145, O75369, O15143, Q9H269, P19237, P15311, P42765, P61160, P35241, P26038, P31146, P78559, P12883, O43707, P52907, P04075, Q9UKX2, P02774	831	341	18945	3.5433583535365303	3.802402837038699E-12	5.362431706405062E-13	5.026428364936836E-13
GOTERM_MF_DIRECT	GO:0019904~protein domain specific binding	44	5.2194543297746145	7.154653493245421E-15	P52272, P12814, O95573, P78527, P35579, P15311, P40121, P00747, P61981, P63208, P46940, P27348, P63104, P55072, O14964, P62258, P07437, Q14974, P62826, P62805, P35609, P23381, O94832, Q07666, P10644, P11021, P08670, P84077, O15126, P20340, P61978	831	247	18945	4.061152603808884	8.391509709326783E-12	1.0562057219403552E-12	9.90025177127835E-13
GOTERM_MF_DIRECT	GO:0051082~unfolded protein binding	31	3.6773428232502967	4.260811127244184E-14	P50990, P50991, P07900, P0DMV9, Q9Y266, P62937, P50454, P38646, Q9NYU2, Q9UBS4, Q15185, Q9Y230, P48643, P27824, P40227, P25685, Q13765, P23284, P06748, P49257, P14625, O75695, Q9Y4L1, P11021, P11142, Q16543, P49368, P02511, P08238, P10809, P10909	831	130	18945	5.436406553735074	5.03490582559607E-11	5.591131045861535E-12	5.240797686510346E-12
GOTERM_MF_DIRECT	GO:0005518~collagen binding	20	2.372479240806643	4.1854285239042177E-11	P04004, P23284, P12109, Q7Z7G0, Q53GQ0, P50454, P51884, P12110, Q15582, Q32P28, P07585, Q9BXN1, P16070, P25774, P22105, Q05707, Q9UBG0, Q15113, P02751, P49747	831	67	18945	6.805323562691956	4.942992448686567E-8	4.942991086730881E-9	4.633269375961969E-9
